ao_id,reference,acheteur,procedure_type,published_date,end_date,provinces,is_cancelled,domains,administratif_name,administratif_email,lot_id,lot_object,lot_category,lot_estimation,final_price,winner,lot_caution,lot_reserve,is_qualified,lot_result_status,jury_date,qualifications,soumissionnaires,montants_soumis,nombre_soumissionnaires
914871.0,: ',: ',: ',: ',: ',GUELMIM,False,{domId: 271609;domain: Travaux;activite: Pose de conduites deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271610;domain: Travaux;activite: Travaux dadduction deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271611;domain: Travaux;activite: Travaux en béton armé ou maçonnerie;sousDomain: Travaux de construction et daménagement};{domId: 271612;domain: Travaux;activite: Travaux dinstallation de matériel et équipements hydro-électromécaniques;électroniques;électromécaniques et similaires;sousDomain: Travaux dinstallation};{domId: 271613;domain: Travaux;activite: Travaux détanchéité;sousDomain: Travaux détanchéité;isolation;plomberie et menuiserie},: ',: ',257343,: ',: ',170148.0,,": null, '",2500.0,: ',False,": null, '",": null, '",,,,0
914871.0,: ',: ',: ',: ',: ',GUELMIM,False,{domId: 271609;domain: Travaux;activite: Pose de conduites deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271610;domain: Travaux;activite: Travaux dadduction deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271611;domain: Travaux;activite: Travaux en béton armé ou maçonnerie;sousDomain: Travaux de construction et daménagement};{domId: 271612;domain: Travaux;activite: Travaux dinstallation de matériel et équipements hydro-électromécaniques;électroniques;électromécaniques et similaires;sousDomain: Travaux dinstallation};{domId: 271613;domain: Travaux;activite: Travaux détanchéité;sousDomain: Travaux détanchéité;isolation;plomberie et menuiserie},: ',: ',257341,: ',: ',263460.0,,": null, '",4000.0,: ',False,": null, '",": null, '",,,,0
914871.0,: ',: ',: ',: ',: ',GUELMIM,False,{domId: 271609;domain: Travaux;activite: Pose de conduites deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271610;domain: Travaux;activite: Travaux dadduction deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271611;domain: Travaux;activite: Travaux en béton armé ou maçonnerie;sousDomain: Travaux de construction et daménagement};{domId: 271612;domain: Travaux;activite: Travaux dinstallation de matériel et équipements hydro-électromécaniques;électroniques;électromécaniques et similaires;sousDomain: Travaux dinstallation};{domId: 271613;domain: Travaux;activite: Travaux détanchéité;sousDomain: Travaux détanchéité;isolation;plomberie et menuiserie},: ',: ',257342,: ',: ',280440.0,,": null, '",4200.0,: ',False,": null, '",": null, '",,,,0
914871.0,: ',: ',: ',: ',: ',GUELMIM,False,{domId: 271609;domain: Travaux;activite: Pose de conduites deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271610;domain: Travaux;activite: Travaux dadduction deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271611;domain: Travaux;activite: Travaux en béton armé ou maçonnerie;sousDomain: Travaux de construction et daménagement};{domId: 271612;domain: Travaux;activite: Travaux dinstallation de matériel et équipements hydro-électromécaniques;électroniques;électromécaniques et similaires;sousDomain: Travaux dinstallation};{domId: 271613;domain: Travaux;activite: Travaux détanchéité;sousDomain: Travaux détanchéité;isolation;plomberie et menuiserie},: ',: ',257346,: ',: ',1199628.0,,": null, '",23000.0,: ',False,": null, '",": null, '",{ts: Equipement-A;tsq: Equipement-A-5;tsqc: Equipement-A-5-4;type: Equipement;classe: 4;qualId: 63098;secteur: A;qualification: 5},,,0
914871.0,: ',: ',: ',: ',: ',GUELMIM,False,{domId: 271609;domain: Travaux;activite: Pose de conduites deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271610;domain: Travaux;activite: Travaux dadduction deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271611;domain: Travaux;activite: Travaux en béton armé ou maçonnerie;sousDomain: Travaux de construction et daménagement};{domId: 271612;domain: Travaux;activite: Travaux dinstallation de matériel et équipements hydro-électromécaniques;électroniques;électromécaniques et similaires;sousDomain: Travaux dinstallation};{domId: 271613;domain: Travaux;activite: Travaux détanchéité;sousDomain: Travaux détanchéité;isolation;plomberie et menuiserie},: ',: ',257347,: ',: ',82560.0,,": null, '",1600.0,: ',False,": null, '",": null, '",,,,0
914871.0,: ',: ',: ',: ',: ',GUELMIM,False,{domId: 271609;domain: Travaux;activite: Pose de conduites deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271610;domain: Travaux;activite: Travaux dadduction deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271611;domain: Travaux;activite: Travaux en béton armé ou maçonnerie;sousDomain: Travaux de construction et daménagement};{domId: 271612;domain: Travaux;activite: Travaux dinstallation de matériel et équipements hydro-électromécaniques;électroniques;électromécaniques et similaires;sousDomain: Travaux dinstallation};{domId: 271613;domain: Travaux;activite: Travaux détanchéité;sousDomain: Travaux détanchéité;isolation;plomberie et menuiserie},: ',: ',257351,: ',: ',10000.0,,": null, '",0.0,: ',False,": null, '",": null, '",,,,0
914871.0,: ',: ',: ',: ',: ',GUELMIM,False,{domId: 271609;domain: Travaux;activite: Pose de conduites deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271610;domain: Travaux;activite: Travaux dadduction deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271611;domain: Travaux;activite: Travaux en béton armé ou maçonnerie;sousDomain: Travaux de construction et daménagement};{domId: 271612;domain: Travaux;activite: Travaux dinstallation de matériel et équipements hydro-électromécaniques;électroniques;électromécaniques et similaires;sousDomain: Travaux dinstallation};{domId: 271613;domain: Travaux;activite: Travaux détanchéité;sousDomain: Travaux détanchéité;isolation;plomberie et menuiserie},: ',: ',257405,: ',: ',16800.0,,": null, '",0.0,: ',False,": null, '",": null, '",,,,0
914871.0,: ',: ',: ',: ',: ',GUELMIM,False,{domId: 271609;domain: Travaux;activite: Pose de conduites deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271610;domain: Travaux;activite: Travaux dadduction deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271611;domain: Travaux;activite: Travaux en béton armé ou maçonnerie;sousDomain: Travaux de construction et daménagement};{domId: 271612;domain: Travaux;activite: Travaux dinstallation de matériel et équipements hydro-électromécaniques;électroniques;électromécaniques et similaires;sousDomain: Travaux dinstallation};{domId: 271613;domain: Travaux;activite: Travaux détanchéité;sousDomain: Travaux détanchéité;isolation;plomberie et menuiserie},: ',: ',257406,: ',: ',12600.0,,": null, '",0.0,: ',False,": null, '",": null, '",,,,0
914871.0,: ',: ',: ',: ',: ',GUELMIM,False,{domId: 271609;domain: Travaux;activite: Pose de conduites deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271610;domain: Travaux;activite: Travaux dadduction deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271611;domain: Travaux;activite: Travaux en béton armé ou maçonnerie;sousDomain: Travaux de construction et daménagement};{domId: 271612;domain: Travaux;activite: Travaux dinstallation de matériel et équipements hydro-électromécaniques;électroniques;électromécaniques et similaires;sousDomain: Travaux dinstallation};{domId: 271613;domain: Travaux;activite: Travaux détanchéité;sousDomain: Travaux détanchéité;isolation;plomberie et menuiserie},: ',: ',257417,: ',: ',323946.0,,": null, '",6000.0,: ',False,": null, '",": null, '",,,,0
914871.0,: ',: ',: ',: ',: ',GUELMIM,False,{domId: 271609;domain: Travaux;activite: Pose de conduites deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271610;domain: Travaux;activite: Travaux dadduction deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271611;domain: Travaux;activite: Travaux en béton armé ou maçonnerie;sousDomain: Travaux de construction et daménagement};{domId: 271612;domain: Travaux;activite: Travaux dinstallation de matériel et équipements hydro-électromécaniques;électroniques;électromécaniques et similaires;sousDomain: Travaux dinstallation};{domId: 271613;domain: Travaux;activite: Travaux détanchéité;sousDomain: Travaux détanchéité;isolation;plomberie et menuiserie},: ',: ',257418,: ',: ',348360.0,,": null, '",6000.0,: ',False,": null, '",": null, '",,,,0
914871.0,: ',: ',: ',: ',: ',GUELMIM,False,{domId: 271609;domain: Travaux;activite: Pose de conduites deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271610;domain: Travaux;activite: Travaux dadduction deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271611;domain: Travaux;activite: Travaux en béton armé ou maçonnerie;sousDomain: Travaux de construction et daménagement};{domId: 271612;domain: Travaux;activite: Travaux dinstallation de matériel et équipements hydro-électromécaniques;électroniques;électromécaniques et similaires;sousDomain: Travaux dinstallation};{domId: 271613;domain: Travaux;activite: Travaux détanchéité;sousDomain: Travaux détanchéité;isolation;plomberie et menuiserie},: ',: ',257419,: ',: ',901250.4,,": null, '",17000.0,: ',False,": null, '",": null, '",,,,0
914871.0,: ',: ',: ',: ',: ',GUELMIM,False,{domId: 271609;domain: Travaux;activite: Pose de conduites deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271610;domain: Travaux;activite: Travaux dadduction deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271611;domain: Travaux;activite: Travaux en béton armé ou maçonnerie;sousDomain: Travaux de construction et daménagement};{domId: 271612;domain: Travaux;activite: Travaux dinstallation de matériel et équipements hydro-électromécaniques;électroniques;électromécaniques et similaires;sousDomain: Travaux dinstallation};{domId: 271613;domain: Travaux;activite: Travaux détanchéité;sousDomain: Travaux détanchéité;isolation;plomberie et menuiserie},: ',: ',257420,: ',: ',12600.0,,": null, '",0.0,: ',False,": null, '",": null, '",,,,0
914871.0,: ',: ',: ',: ',: ',GUELMIM,False,{domId: 271609;domain: Travaux;activite: Pose de conduites deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271610;domain: Travaux;activite: Travaux dadduction deau potable;sousDomain: Travaux dassainissement;deau potable et de réseaux divers};{domId: 271611;domain: Travaux;activite: Travaux en béton armé ou maçonnerie;sousDomain: Travaux de construction et daménagement};{domId: 271612;domain: Travaux;activite: Travaux dinstallation de matériel et équipements hydro-électromécaniques;électroniques;électromécaniques et similaires;sousDomain: Travaux dinstallation};{domId: 271613;domain: Travaux;activite: Travaux détanchéité;sousDomain: Travaux détanchéité;isolation;plomberie et menuiserie},: ',: ',257457,: ',: ',261720.0,,": null, '",3402.0,: ',False,": null, '",": null, '",,,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256840,: ',: ',890274.0,,": null, '",13354.0,: ',False,": null, '",": null, '",,,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256841,: ',: ',3937080.0,,": null, '",75000.0,: ',False,": null, '",": null, '",{ts: Equipement-J;tsq: Equipement-J-1;tsqc: Equipement-J-1-4;type: Equipement;classe: 4;qualId: 62999;secteur: J;qualification: 1};{ts: Equipement-A;tsq: Equipement-A-5;tsqc: Equipement-A-5-4;type: Equipement;classe: 4;qualId: 62998;secteur: A;qualification: 5},,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256921,: ',: ',17640000.0,,": null, '",260000.0,: ',False,": null, '",": null, '",{ts: Equipement-A;tsq: Equipement-A-2;tsqc: Equipement-A-2-2;type: Equipement;classe: 2;qualId: 63007;secteur: A;qualification: 2},,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256924,: ',: ',622537.2,,": null, '",10500.0,: ',False,": null, '",": null, '",{ts: Equipement-J;tsq: Equipement-J-1;tsqc: Equipement-J-1-4;type: Equipement;classe: 4;qualId: 63011;secteur: J;qualification: 1},,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256925,: ',: ',5945500.0,,": null, '",100000.0,: ',False,": null, '",": null, '",,,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256926,: ',: ',249996.0,,": null, '",4800.0,: ',False,": null, '",": null, '",,,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256934,: ',: ',1200000.0,,": null, '",22000.0,: ',False,": null, '",": null, '",,,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256937,: ',: ',1165488.0,,": null, '",20000.0,: ',False,": null, '",": null, '",,,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256938,: ',: ',703284.0,,": null, '",13000.0,: ',False,": null, '",": null, '",,,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256939,: ',: ',703284.0,,": null, '",13000.0,: ',False,": null, '",": null, '",,,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256942,: ',: ',2430326.76,,": null, '",30000.0,: ',False,": null, '",": null, '",{ts: Equipement-J;tsq: Equipement-J-5;tsqc: Equipement-J-5-4;type: Equipement;classe: 4;qualId: 63012;secteur: J;qualification: 5},,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256946,: ',: ',5062800.0,,": null, '",40000.0,: ',False,": null, '",": null, '",{ts: Equipement-L;tsq: Equipement-L-8;tsqc: Equipement-L-8-2;type: Equipement;classe: 2;qualId: 63018;secteur: L;qualification: 8};{ts: Equipement-D;tsq: Equipement-D-8;tsqc: Equipement-D-8-3;type: Equipement;classe: 3;qualId: 63017;secteur: D;qualification: 8},,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256945,: ',: ',7125000.0,,": null, '",50000.0,: ',False,": null, '",": null, '",{ts: Equipement-L;tsq: Equipement-L-8;tsqc: Equipement-L-8-1;type: Equipement;classe: 1;qualId: 63016;secteur: L;qualification: 8};{ts: Equipement-D;tsq: Equipement-D-8;tsqc: Equipement-D-8-2;type: Equipement;classe: 2;qualId: 63015;secteur: D;qualification: 8},,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256944,: ',: ',4208700.0,,": null, '",30000.0,: ',False,": null, '",": null, '",{ts: Equipement-L;tsq: Equipement-L-8;tsqc: Equipement-L-8-2;type: Equipement;classe: 2;qualId: 63014;secteur: L;qualification: 8};{ts: Equipement-D;tsq: Equipement-D-8;tsqc: Equipement-D-8-3;type: Equipement;classe: 3;qualId: 63013;secteur: D;qualification: 8},,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256947,: ',: ',22685730.0,,": null, '",345000.0,: ',False,": null, '",": null, '",,,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256957,: ',: ',189000.0,,": null, '",0.0,: ',False,": null, '",": null, '",,,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256956,: ',: ',156000.0,,": null, '",0.0,: ',False,": null, '",": null, '",,,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',256958,: ',: ',47400.0,,": null, '",0.0,: ',False,": null, '",": null, '",,,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',257062,: ',: ',393600.0,,": null, '",7000.0,: ',False,": null, '",": null, '",,,,0
914327.0,: ',: ',: ',: ',: ',OUEZZANE,False,{domId: 271158;domain: Fournitures;activite: Matériel technique;sousDomain: Matériel technique;de lutte contre lincendie et pièces de rechange},: ',: ',257061,: ',: ',239760.0,,": null, '",3500.0,: ',False,": null, '",": null, '",,,,0
914038.0,: ',: ',: ',: ',: ',TANGER-ASSILAH;MDIQ-FNIDEQ;TETOUAN;LARACHE;OUJDA-ANGAD;FES;MEKNES;TAZA;RABAT;KENITRA,False,{domId: 270856;domain: Travaux;activite: Travaux de réparation et de confortement de structures des ouvrages dart;sousDomain: Construction douvrages dart},: ',: ',256380,: ',: ',18388836.0,,": null, '",150000.0,: ',False,": null, '",": null, '",{ts: Equipement-D;tsq: Equipement-D-8;tsqc: Equipement-D-8-2;type: Equipement;classe: 2;qualId: 62912;secteur: D;qualification: 8},,,0
